ZCTA5,Nearest_Hospital_Distance
75962,18082.45967116227
75965,25483.575744129925
78741,5944.362363659418
78744,8750.625988004456
78746,0.0
78748,11923.02698053216
78750,5035.3040261009455
78751,2752.4562220064413
78752,6154.357831078421
78756,3601.7449801275106
79025,39500.84026464481
79033,82184.04347449206
79040,62054.04423330238
79042,62008.4418735299
79044,94537.0117152513
79046,39777.89763582408
79051,91249.14665892716
79053,68409.14165834528
79056,42855.248792517
79058,48801.199405861524
79061,51061.1653662972
79063,62474.48466308385
79065,0.0
79068,54538.93726109109
79072,0.0
79079,64374.938460545956
79081,78359.00200931945
79083,84209.99293643143
79085,23804.81105591422
79086,102012.05666605265
79088,55100.269343210326
79092,51211.87197531792
79094,63069.732173965705
78757,4035.5769961699375
78801,91216.4406703865
78802,70084.77714391174
78829,45914.73580387318
78830,41912.6588926733
78833,91919.84799929555
78836,32160.175191660022
78838,91914.42902956055
78839,33738.28202334044
78843,50631.61409131699
78851,121432.72892075282
78860,34239.57932206769
78861,62163.780182074195
78871,91510.74797768194
78873,72938.59000086186
78879,76033.1092424343
78880,72843.04937986047
78883,48636.010686342415
78884,65829.60989920943
78886,29685.261338915367
78932,33822.24136695132
78934,0.0
78938,19611.89539840498
78941,34781.211357768225
78943,6152.273203889767
78944,27686.73780925894
78946,37803.30675356044
78948,44296.887782961276
78950,27555.600736414075
79096,61025.71631137952
79406,2151.6165000253645
78951,13080.914888322297
78954,26963.1549472089
78957,0.0
78962,0.0
79001,62192.785212431576
79005,69152.80282726497
79009,44555.64313941705
79011,38837.89756373541
79013,106343.88686100188
79014,0.0
79098,32366.900986457098
79101,6191.697430690805
79102,5415.90773295787
79103,11751.935884100196
79104,11856.495734657714
79109,5115.432514559787
79111,23015.890559791977
79118,22482.554264873324
79121,5471.936940450192
79201,0.0
79225,24230.631622610854
79227,61254.246638340315
79230,46771.624761885134
79231,82523.98595892204
79234,77571.44721559604
79236,50346.39621923993
79239,60446.61395419374
79240,81173.36588261655
79244,83301.65313061867
79245,60777.34166801532
79247,23733.60619627004
79251,68850.55660688723
79255,79291.47276147026
79257,63645.208277833764
79258,50680.17313466811
79261,59046.78093912638
79312,21934.28548790148
79314,68157.75308800665
79322,76087.59180924014
79323,67224.70439845245
79325,39900.026707619916
79329,25069.22719638589
79331,0.0
79339,0.0
79342,31437.51303278379
79344,57551.65687930536
79346,47345.23457538859
79350,9388.155981890763
79353,31070.662179612234
79355,62596.505144138435
79357,51523.62193175767
79359,38461.440943474874
79363,15247.146973449122
79366,19447.114841485705
79369,22953.515192501593
79370,106343.80662525122
79372,24758.43645711224
79376,41485.919383639135
79377,34387.43824180278
79379,29934.788844664767
79381,31414.12359685714
79401,5061.751126266294
79404,7307.6095040111195
79525,17105.32821462135
79526,46432.021437878015
79528,90309.88610262536
79530,32721.261919664114
79533,33888.36531639228
79535,32613.010416239536
79537,27378.879721828747
79538,52905.17816323921
79540,37462.37410116275
79543,35386.521088260815
79545,24709.46911239557
79547,32678.165806287325
79549,79604.99858883141
79556,0.0
79560,26062.416518239592
79562,15952.399949526063
79565,46178.909233365695
79567,52324.797989077975
79602,17720.888440522398
79603,8369.758411991013
79607,8905.25022373255
79699,16560.255836987737
79703,5916.094297522576
79706,21176.899592802543
79713,38497.868726396846
79714,0.0
79720,0.0
79730,64787.06866459821
79733,23153.688398951945
79735,0.0
79739,64495.27333200953
79741,34355.7693730738
79743,60220.27756208881
79745,76863.13247604715
79749,44642.677754841534
79754,111431.65500604502
79755,64892.06564206602
79758,20070.935195598588
79761,0.0
79763,15115.200145540884
79765,10917.329162837521
79770,78257.4334491146
79772,128883.96852920808
79778,100593.04771805822
79781,113518.79378441106
76596,53101.17075640947
76597,50467.55112072475
76598,53785.84110718335
76599,53887.26715593374
76623,21388.055239145608
76628,20230.861574972165
76630,24252.602697427406
76632,23601.759597298595
76634,50361.08601183678
76635,23753.61154161507
76637,42647.8292326453
76639,31495.820838707747
76641,30415.384938158666
77050,13513.296455521922
77051,4201.099637866398
77056,5629.668957269389
77057,4132.7233735354275
77059,5137.870359644481
79414,4204.701343415886
79783,43520.263857087775
76643,11465.169873213548
77076,6403.438616128944
77080,5970.153515276
77082,0.0
77084,8444.662873304826
77085,3705.673231098693
77087,8277.231656791839
77089,8775.673011428727
77091,0.0
77093,11146.946047605903
77095,6013.559410309382
77098,3929.902147803521
77201,1221.0303493656445
77303,15974.253892907687
77306,21121.49443829803
77318,15344.61009870134
77320,20797.07025788089
77327,0.0
77331,40272.03924256209
77335,19823.185482276825
77338,0.0
77339,0.0
77342,12596.312763527923
77346,8511.377504704435
77351,0.0
77355,19389.805075936732
77357,14455.194031089792
77359,26848.409066423035
77360,27565.634206418807
77363,37818.64641543037
77365,9461.94608321941
77368,20899.748741625954
77369,24080.93313557197
77372,25550.349217517767
77374,35153.62529642556
77378,23120.877195532208
77380,0.0
77381,6513.756934565118
77384,0.0
77386,13347.922469211024
77389,5118.92749523477
77401,6593.324712010816
77406,13221.270308391144
77412,23071.57135223661
77415,16583.707332028553
77417,31662.539911489963
77419,42317.68053615049
77422,14851.723900248333
77426,17926.85532518268
77429,0.0
77430,27383.082278260452
77433,10462.82504939157
77435,42739.348708810045
77977,25355.042647314767
77987,38916.783113478465
77988,11437.588780644199
78005,31706.032213660197
78006,37994.70009528212
78008,38221.481303592176
78010,20109.972421929804
78012,16437.842084460197
78014,44141.255646104306
78016,41152.19940423017
78019,47176.81154230451
78021,48533.03745047137
78023,15673.186400136447
78025,15297.053919006907
78027,44152.26671308672
78029,26282.61759663807
78040,6701.364500906368
78041,0.0
78044,0.0
78046,25822.883607163243
78052,28651.290993181792
78055,32754.23255160211
78057,23993.831205438742
78059,36103.180951603455
77096,2850.029331281653
77440,30158.818675824612
77442,34993.458417504335
77443,19827.7308079426
77445,25860.867089477233
77447,20612.287482855052
77448,33653.150963833694
77451,35862.8046792751
77453,31265.07904717428
77454,39848.76739675596
77457,24583.35222774764
77459,12553.814296442202
77376,32514.155686232025
77506,8642.715274007021
77507,8600.931640590208
77514,43321.45071221787
77517,21514.645524644762
77518,13773.307738408655
77520,8973.392161981927
77523,11077.785574434449
77531,9247.936574599331
77533,47199.55851938223
77535,33632.842746582195
77538,46482.01843790967
77541,18662.8808877307
77545,13843.851532054035
77547,12466.564004808019
77551,46455.247400600914
77560,42675.938915893654
77561,29166.12700916163
77563,33321.01976109943
77565,7763.2982512566405
77568,28301.868453153264
77573,7241.492259974923
77577,34940.635627259944
77578,8425.444448390399
77436,27454.34760913902
78060,44459.32273135211
78063,36830.17121973431
78065,29803.35069988348
78067,54681.44876905074
78070,35362.184251555525
78072,67922.13765808617
78075,40491.19197761804
78076,66113.86659090265
78102,0.0
78107,24035.99701779532
78109,23161.26277214153
78113,22587.964298270326
78114,0.0
78117,35360.042093255564
78119,46376.12867809813
78122,25767.845780985732
78124,20177.188348597385
78130,0.0
78133,30707.452375530902
78140,34567.365461263056
78142,20289.45917723115
78143,35708.26918710077
77062,4564.397063794139
77460,26242.205750520192
77464,24254.23233270327
77466,22015.232373508785
77468,31507.226922278885
77470,20710.620856345966
77473,28439.915382381776
77474,27490.62787369859
77476,19446.600217563424
77478,0.0
77479,0.0
77581,8356.98616199796
77584,0.0
77586,6880.07275772669
77587,4701.750602134241
77591,23438.951774418532
77598,0.0
77612,46990.95801385427
77614,42466.09046066058
77616,36561.37343183857
77617,62215.01283197616
77619,8856.765279866466
77624,17124.18851348104
77627,15419.199366454959
77630,25856.478546415456
77632,37441.46383793567
77650,48516.320671795555
77651,13457.668387634
77656,42754.585615365606
77659,35403.518018966395
77661,55218.32517739954
77663,34153.038952898634
78144,40649.344257214565
78147,14671.991617873651
78150,22985.341912832853
78152,31130.197828162127
78155,0.0
78160,34229.48218751766
78162,24750.023893102076
78164,30425.662036742735
78201,5963.120182806908
78202,2846.441115762416
78203,3165.6618747830553
78208,3689.5121600978164
78210,4241.770372481458
78212,5304.425413120481
78214,8817.024928749632
77664,22884.933301753794
77701,0.0
77702,0.0
77706,5033.616963547083
77708,8556.390720272802
77801,5381.145909233821
77802,0.0
77807,17672.64689020335
77830,29782.13657469474
77833,0.0
77836,42886.24668584461
77837,29858.925298172926
77845,0.0
77855,66007.00073115676
77857,25114.631812455875
77861,26632.542580355257
77864,57236.97029643495
77867,26779.77565500383
77871,55460.2652600029
77873,31690.719601702116
77878,21380.61849816096
77880,26450.483376271484
77901,0.0
77905,11345.46714324424
77951,23189.429824634608
77957,43322.492406836696
78215,2345.0365901963364
78217,8623.945396881596
78219,11201.342892209184
78221,7049.299269266792
78223,16694.197060128547
78225,4370.44073581957
78226,6910.342974299295
78228,5700.19881829694
78230,5511.283161659046
78232,0.0
78234,7015.094157306385
78235,10972.875661250057
78237,4885.7307487077915
78239,15437.977827051445
78242,10444.02701656161
77961,46167.966929188246
77963,46055.23172349511
77964,37452.58429893592
77969,37357.42118174182
77971,51633.6230932226
77974,26141.14397431324
78243,10093.076114727033
75226,0.0
75229,4903.75278067707
75231,0.0
75233,5120.015294735173
75235,0.0
75237,0.0
75238,4672.471913117553
75241,11726.750184907343
75244,4595.183628551674
75246,0.0
75249,9947.389281933569
75251,3154.4935360166082
75253,12571.535238823362
78247,7550.332633405789
78248,5621.834600941767
75157,23907.265980621272
75164,22834.30917617181
75172,9304.167234817278
75180,6774.737814130331
75182,0.0
75201,2237.7665897599236
75202,3190.0403665699732
75001,0.0
75002,10176.53171713558
75007,3938.267844601137
75010,0.0
75019,5677.827266638776
75021,15801.104088946895
75023,4832.564486146562
75025,6114.1745731687
75028,0.0
75034,0.0
75204,0.0
75205,4632.275449755139
75208,4220.465002296293
75210,3716.6493071638606
75212,6099.408466859296
75214,5092.524472116979
75216,5061.104600449622
75218,0.0
75220,5473.554553562607
75224,6207.712503138774
75225,4877.6021927034
75038,6221.447614861343
75040,6372.652794148966
75042,0.0
75044,3970.963361319996
75048,9446.242712058913
75051,0.0
75054,11722.454180683504
75057,0.0
75060,4169.622488838898
75062,2939.779795239229
75065,8725.653847750027
75067,5100.32138992961
75069,0.0
75071,0.0
75075,0.0
75077,6116.212888357886
75080,6290.046598080567
75081,6067.766916719272
75087,0.0
75089,4967.059939135519
75092,18189.538501496587
75094,6417.320361739852
75101,14483.536312047108
75102,12916.179116391708
75104,15313.230835587636
75109,20210.026818536273
75114,22605.12338397864
75116,4609.6127472020935
75117,19710.58205940516
75124,31139.013153024043
75126,13739.353162128406
75132,8495.138570011828
75135,19565.989065296253
75137,6006.968673871188
75141,10657.755193955658
75143,27708.356184862772
75146,0.0
79788,79683.74321196815
79821,27613.395439077933
79830,131095.55342685222
79834,194222.1029066513
79836,28877.9987664687
79838,39691.63394941837
79839,90195.83706220436
79843,178959.39136584135
79846,213629.29415698373
79848,83063.72952489444
79849,28652.612907364564
79852,196127.72350805893
79854,209915.802958709
79855,159488.7328608589
79901,3751.437827139257
79903,3192.954769889444
79906,5657.156900435632
79908,12859.725541909842
76648,43370.069509551606
76650,30818.165622085267
76651,25991.361234313055
76653,26985.570893676824
76654,38091.6429511488
76657,18524.254611617314
76661,0.0
76665,39371.251176517326
76667,0.0
76693,18440.51933283346
76701,13533.297481440948
75978,7445.820924367421
76011,6291.783428222055
76013,4517.885681756389
76015,0.0
76017,0.0
76020,0.0
76021,3256.899443882346
79911,15041.608784273367
79915,6444.3474976970065
79916,6274.816523772795
79920,7397.712940147493
79927,17451.31137307781
79930,5665.798829961966
79932,17260.016461554875
79935,3749.7858919502346
79938,0.0
76704,15897.47042002224
76707,11520.712032412725
76710,6997.162280591439
76711,11465.694103698359
76798,15467.13349878071
76802,15323.972034086732
76821,64892.63669151274
76824,47665.00934260575
76827,29921.688639684202
76831,25872.904958901097
76834,50941.17565600223
76836,70785.00980735508
76841,60609.560114906504
76844,48169.861982575385
76848,99431.36689164933
76852,67813.38089360925
76853,61516.01321645462
76856,63649.70765035496
76858,86886.26940983234
76861,30287.419852810708
76864,42050.36928693024
76866,56795.17297851414
76869,44392.69301320853
76871,59316.43708085119
76873,48397.87472016419
76875,50437.884921629666
76877,62952.00309665545
76884,57166.16338540404
76887,66611.90750785569
76888,69060.45538129343
76031,21734.507289672998
76034,5343.852534397319
76036,11977.315810495913
76039,7811.0978460967
76041,17861.06764130341
76044,19117.857667628283
76049,12431.143743414996
76051,0.0
76053,4223.299407177907
76054,0.0
76058,15527.755752857362
76059,17804.76263408896
76063,0.0
76065,21575.355641442242
76067,0.0
76071,16958.890427065773
76077,14369.636428014968
76078,22990.94152018725
76084,19104.15061412579
76086,0.0
76088,17310.277541384763
76901,22550.99469448654
76904,0.0
76908,7915.174691184275
76932,112044.42833140101
76933,52241.80442302128
76935,26548.175673859845
76937,30318.749852253433
76940,33302.07948279197
76943,111704.09532260435
76945,55327.10808315763
76950,96376.97773456898
76953,33433.338475856996
76957,15234.971425779246
77002,0.0
77004,0.0
76022,0.0
76093,15747.137275577064
76102,4256.125501426223
76104,0.0
76106,11999.778307973784
76108,17137.018393823473
76109,5071.964795062209
76112,8877.324557566812
76115,3835.490395557283
76116,7825.197314069176
76118,5678.877411698563
76120,4942.307984913696
76126,11413.38241380647
76129,2747.9329860302837
76132,0.0
76134,8511.008799466841
76135,14182.782709652818
76140,13030.80791999336
76148,4785.710927493029
76177,0.0
76180,0.0
76182,4748.813114130798
76207,3920.1840712876515
76208,0.0
76210,0.0
77005,2848.2663675027175
77006,3511.846313282489
77008,0.0
77009,4949.312740678705
77010,717.8052013602552
77015,15022.831969758578
76226,9759.114299895113
76228,17902.557599402204
76233,33682.69607690586
76234,0.0
76239,33222.81483454685
76244,0.0
76247,16168.421980865074
76249,19292.171637027437
76251,27013.716356177174
76252,23805.8451507453
76253,16100.734419875836
76259,18008.804389170848
76262,0.0
76264,26082.616485944527
76265,22641.466130629662
76268,24877.39723718824
76271,27334.050429169685
76273,29378.704568520137
76302,5640.286930675101
76306,7245.519722974456
76308,7903.472778354166
76373,24074.720768571413
76389,38297.788069387134
76401,0.0
76402,8958.197085851038
76427,22724.166341062733
76430,38918.28786951094
76432,30035.383373022494
76433,20399.022024391084
76436,24064.12189456104
76442,51199.2273863195
76444,45803.75736160835
76446,32001.242011305156
76449,26615.597251115636
76450,0.0
76453,37042.57255881623
76455,26813.04617759559
76458,0.0
76460,35789.22092602039
76463,33236.357415255115
76466,8301.508000668413
76469,44349.892934752665
76471,42634.86762152989
76474,40849.99666293489
76476,14412.788377333858
76483,57415.22214224844
77016,15318.84511555983
77018,3753.223033807467
77020,6108.213959022597
77021,3588.257355407159
77023,4980.126436726424
77025,3425.847715902982
77026,6871.573968703105
76309,7241.960916073148
76311,9176.885116576692
79410,0.0
79411,3283.8983813358327
79412,0.0
79413,3161.4142664874507
76484,18103.27581349958
76487,31500.399691046834
76490,22754.65562662018
76502,0.0
76508,0.0
76511,36448.6786642219
76518,27676.25842722074
76520,0.0
76523,38252.558190487725
76525,26563.847636531027
76528,49798.69941519687
76531,0.0
76534,25331.939523796733
76538,33704.3720746494
76541,12383.72613287708
76543,11457.759748398734
76548,0.0
76549,9340.727462346056
76554,13068.199182508119
76557,25852.36570332471
76561,34520.36619792756
76566,31316.56518662172
76569,23002.648386486504
76571,16453.94163641644
76573,34096.87776412
76577,43250.03919249427
76579,19137.08719192499
77027,6491.695397092945
77028,12362.71347000553
77033,7757.777231186768
77034,3916.032202275345
77036,9099.542977014746
77038,8321.744183464798
77040,10058.169071480177
77042,6650.1851368642265
77044,18829.98899617073
77046,4912.773024296772
77047,8934.995572893551
77049,20711.820001730888
75270,2878.5826470380157
75390,0.0
75402,15816.416509484023
75409,18026.64639861789
75411,26085.30507663577
75412,38938.19439403878
75413,34897.1064146684
75416,27941.52923168232
75418,41187.18641265032
75421,12672.537460938467
75423,16252.39741137085
75426,35387.64527940619
75428,25269.608142434397
75432,31263.018677510285
75435,39993.57957455583
75437,19481.97931856535
75439,30704.07467022736
75440,31444.594373469965
75442,26041.2316997711
75447,52268.068482633884
75449,36938.11899851305
75451,36916.50769018826
75452,31057.259866689863
75454,8807.600236413971
75457,26707.639030750757
75460,0.0
75462,14167.229660840958
75469,39318.85700559944
75471,29646.588589480532
75473,24467.943439172865
75475,38345.436045537135
75477,22164.33642943898
75479,23092.41790523672
75480,35083.460899497215
75482,0.0
75487,25845.562590266913
75489,13267.537286580646
75491,21913.501666117118
75492,44564.86262773671
75494,51492.0838271626
75496,24213.041344136516
75501,0.0
75550,38434.499369059806
75554,41675.87259415363
75555,56741.94391072951
78330,25472.63609847874
78335,11715.408930689666
78338,70565.94755496677
78339,40521.908073328326
78340,24407.87699780365
78342,10484.580846559047
78349,46484.46473386394
78351,30333.390254798145
78352,39662.44975098174
78357,55594.35124138466
78361,68696.78551332287
78363,0.0
78369,50250.942903398296
78371,24499.01997576692
78373,20601.515096945193
78375,32156.816496305608
78377,53496.94710546182
78379,20238.607287136805
78382,29596.79410667075
78384,30467.273200696374
78387,43412.6562675641
78389,20196.4582203558
78391,27978.421538116454
78401,3748.10429932808
78404,0.0
78406,13326.16633333596
78407,6981.636150746699
78409,14730.825010260178
78411,5066.41676308543
78413,4998.102503054172
78415,12574.010466122969
78416,4621.800543105575
78419,8257.77796075063
78501,6354.525862884986
78504,6007.467037288775
78520,0.0
78526,0.0
78535,8470.343250955166
78538,25609.170620305904
78541,23807.18811673
78542,24128.327635619964
78545,42798.07627173043
78549,28047.459198924174
78552,12034.587671906445
78359,12219.489344534435
78558,16663.127091456536
78560,13294.282560055486
78561,38486.64666134773
78563,47732.69949331975
78565,19611.366611246864
78567,23721.483888525257
78570,8960.729556102307
78572,0.0
78574,11304.448930313836
78576,14793.801112202775
78578,16140.924794966517
78580,29653.324031830125
78583,20121.137716420737
78585,43102.52839694346
78588,43990.326757055656
78589,10341.911000390986
78590,31026.38277684349
78593,17441.216764059733
78594,18014.835397188195
78597,41230.897637815884
78602,22188.442926207674
78605,32580.95099603448
78607,29951.415842864815
78609,28961.152964216155
78611,29005.30873781606
78612,36172.16426017518
78615,29543.854302025713
78616,30453.62166774485
78618,40850.914846508516
78620,19267.01936699714
78622,26617.560784295016
78623,32015.819477227098
78656,12329.746105000982
75645,21998.046076752304
75933,56516.63773379785
79078,75315.76125894558
79343,39297.06467682637
75968,42047.63668219664
76105,5419.334629080205
76310,0.0
79423,14044.003160307364
79707,15472.601031216584
79928,24969.32974105883
76435,20512.28687164021
76621,18957.889273461296
76862,80557.71788046505
77039,13168.25863166727
77302,15250.876953551988
77446,32110.73141546095
77504,0.0
77665,47196.94517880326
75088,0.0
77991,41380.21109864438
78141,44609.4114871676
75150,6306.473274561839
75247,4086.6378332663435
75497,32920.4900302562
78252,19400.163898351937
78410,23703.674395284477
78617,22528.029357273637
78852,0.0
78629,0.0
78650,37146.88467907112
78717,6478.342594335116
78749,11004.03273323658
78870,73786.84316666497
78959,32733.496724926048
75556,29346.565397419985
75572,18922.663489877315
75662,0.0
75760,48409.502477579575
75847,36146.634634337635
75948,42065.85259220344
79024,72813.96605750117
79054,20214.13974219817
79095,62681.160882327975
79235,60954.810215126345
79330,98922.66562052158
79378,22456.117871532435
75979,0.0
76035,26833.92435126633
76082,19425.544475820527
76131,9399.827312809444
76240,0.0
79508,11442.477774223134
79534,17224.99563661636
79606,0.0
79756,69634.67757795892
79845,222505.90101781389
76366,31673.342325474463
76429,26379.56929306684
76472,26739.100360887773
76537,29565.159467155616
76622,28930.101828519866
76652,23227.092374125863
79942,119186.05256676707
76686,17572.73909465543
76825,92140.76376914888
76874,112952.24603925046
76951,74654.79664295354
77029,11486.274181794544
77058,0.0
77067,7197.788717603534
77083,3977.186642285359
77334,23767.781492077578
77375,0.0
77434,35886.753503305925
77471,22259.161138948595
77483,14972.584283770904
77510,23331.757165322302
77564,32581.95500865538
77623,67134.3089143998
77713,14363.926043129351
77879,26294.7527462964
75035,0.0
75076,13451.246190927815
75134,7003.049897896598
78001,52264.59611309527
78028,0.0
78101,29095.35434471622
78151,55387.70387285505
78222,14077.512351789344
75161,23256.48264502711
75215,4720.485221053015
75248,4977.014869404914
75424,28223.179298828105
75472,37846.74046230115
78261,12854.585279802064
78368,39136.894333491204
78412,0.0
78557,7258.416062769934
78586,19219.63183751109
